name,address,rankingPosition,rating,description,numberOfReviews,priceLevel,priceRange,city,latitude,longitude
Papelli,"74 rue du Faubourg Saint Denis, 75010 Paris France",422,4.5,Papelli is an italian trattoria Everyday fresh pizzas and salads A large propositions of drinks Cool place with selected products,839,$$ - $$$,$12 - $18,Paris,48.8730905,2.3546955
Les Bougresses,"6 rue de Jarente, 75004 Paris France",405,4.5,,934,$$ - $$$,,Paris,48.8557023,2.3630589
My Noodles,"129 boulevard du Montparnasse, 75006 Paris France",407,4.5,,511,$,,Paris,48.841557,2.3316203
La cantine Champ Libre,"9 Rue Taylor, 75010 Paris France",221,5.0,"La cantine Champ Libre Restaurant au 9 rue Taylor, Paris 10 Cantine et future ferme | Dej - Dîner - Brunch | Ouvert 7/7 Avec ou sans réservation Dej : lun - ven, 12:00 - 15:00, formules déjeuner, sur place ou à emporter ✨ Dîner : mer - sam, 19:30 - 23:00, à la carte ☕ Brunch : sam - dim, 11:30 - 15:00, formule brunch Cuisine de saison faite à partir de produits locaux, bio et fermiers Le menu du midi change tous les jours, et le menu du soir toutes les semaines, au fil des saisons et de l'inspiration de l'équipe de cuisine. À découvrir sur place. Entrées et plats végétariens savoureux",101,$$ - $$$,,Paris,48.8699755,2.3592398
Les Poulettes Batignolles,"10 rue de Cheroy, 75017 Paris France",408,4.5,"Situé à Paris 17è, les Poulettes Batignolles est un charmant restaurant proposant une cuisine traditionnelle française aux accents catalans fondé en 2014 par Ludovic Dubois et Judith Cercos. Intransigeant sur la qualité, ne travaillant qu’avec les meilleurs produits, le chef Ludovic ne collabore qu’avec les fournisseurs les plus qualitatifs et ne fait son marché qu’auprès des commerçants du quartier qui travaillent avec des petits producteurs locaux (rue de Lévis, marché des Batignolles,...). Judith, ancienne sommelière du prestigieux Mandarin de Barcelone, a composé une cave qui compte pas loin de 150 références de vins biodynamiques et naturels. Aux Poulettes Batignolles, la carte est révisée en fonction des produits de saison et le fait maison est à l’honneur.",516,$$ - $$$,,Paris,48.8827462,2.3184104
Sur la Route de Plouescat,"4 rue Lamarck, 75018 Paris France",419,4.5,,287,$,$10 - $26,Paris,48.8865079,2.3442712
Tesoro d'Italia,"41 rue de Paradis, 75010 Paris France",394,4.5,"une idée très simple : le goût avant tout ! En somme, nous voulions redécouvrir et partager la généreuse cuisine transalpine dans le respect des traditions.",630,$$ - $$$,$10 - $35,Paris,48.8754103,2.3500663
Le Jourdain,"101, Rue des Couronnes, 75020 Paris France",387,4.5,,405,$$ - $$$,$20 - $40,Paris,48.8721886,2.389259
Le Jeroboam,"72 rue Didot, 75014 Paris France",402,4.5,,760,$$ - $$$,$10 - $30,Paris,48.8290478,2.3169338
Le Coupe Gorge,"2 rue de la Coutellerie, 75004 Paris France",420,4.5,"Founded in 1895 and located just a few steps from Hotel de Ville and Le Marais, Le Coupe Gorge offers a traditional warm and friendly atmosphere in an old Parisian establishment. Julien Stefanizzi, the chef and recent master of this restaurant made his debut in Paris at ""Petit Colombier"", and ""Apicius"", with the Chef Jean-Pierre Vigato (twice starred with his restaurant). Passionnate of traditional French cooking, Chef Julien Stefanizzi strongly believes and supports homemade food concept prepared with fresh ingredients. You can also enjoy his special homemade nougat. Le Coupe Gorge is also a catering service, the privatization of its floor for 45 people and exhibit location.",554,$$ - $$$,$18 - $26,Paris,48.8574938,2.3505431
Il etait une Oie dans le Sud Ouest,"8 rue Gustave Flaubert, 75017 Paris France",428,4.5,LIVRAISON VIA UBER EATS & DELIVEROO Du mardi au samedi à partir de 17:00 SUR PLACE : Vente à emporter & Click & Collect,520,$$ - $$$,,Paris,48.8814816,2.2989781
Le Bistrot de Charenton,"123 rue de Paris, 94220 Charenton-le-Pont France",2,4.5,,530,$$ - $$$,$20 - $40,Paris,48.8293133,2.4015281
Le P'tit Troquet,"28 rue de l Exposition, 75007 Paris France",369,4.5,,1107,$$ - $$$,$18 - $45,Paris,48.857146,2.3032161
Le Cornichon,"34 rue Gassendi, 75014 Paris France",354,4.5,,421,$$ - $$$,$35 - $55,Paris,48.8341785,2.3261353
L'Italien,"40 rue de Ponthieu, 75008 Paris France",364,4.5,"METRO ST-PHILIPPE DU ROULE - In the district Paris 8 - Champs-Elysées, Italian is a godsend. The reason: an excellent price vs quality and a comfortable space. ITALIAN AFFORDABLE - The food is copious (antipasto, pizza, veal cutlet Milanese, penne arrabiata with ...) and as it is a market fresh cooked products, we never tire. Current quality products direct from Italy. Welcom to L'Italien",605,$$ - $$$,$14 - $50,Paris,48.8713124,2.307777
Au Petit Tonneau,"20 rue Surcouf, 75007 Paris France",339,4.5,"""Au Petit Tonneau"" Every day, French cuisine lovers rush to this lovely and welcoming spot located in the heart of Paris' 7th arrondissement, in the famous Surcouf Street. They come here, only a few steps away from the Invalides and the Eiffel Tower, to enjoy authentic, generous and traditional meals. Au Petit Tonneau is an authentic Parisian bistro that has existed over thirty years ago, offering a friendly atmosphere, accentuated by vichy tablecloths and ancient tiles embellished with fleur-de-lis, where one word prevails: ""enjoy"" ! It is also in this restaurant where Comissaire Maigret, under the pen name of Georges Simenon, habitually took a few puffs from his pipe as he was seated at his ""table of the commisaire"" to relish in his favorite dish: a veal stew, which to this day is still highly anticipated by customers. ""menu"" The cuisine of Au Petit Tonneau revisits the traditional and savory entrees that build onto the international reputation of the French gastronomy. Gourmet meals altering with the changing seasons can also boast to a great pricing for its quality, such as the veal with gravy accompanied by a simmering gratin dauphinois (cooked in cream), barely out of the oven.",467,$$ - $$$,$35 - $200,Paris,48.860648,2.3094395
Kemia paris,"1 rue Bergere, 75009 Paris France",415,5.0,Kémia est un restaurant Français d'influence méditerranéenne. Une cuisine de partage avec des produits frais et de saison. Le midi une formule déjeuner à partir 25€. Le soir des assiettes à partager de 9 à 20€ sur ardoise qui évolue en fonction de nos producteurs et de nos envies.,76,$$ - $$$,$25 - $45,Paris,48.8720025,2.3476511
La Maison du Jardin,"27 rue de Vaugirard, 75006 Paris France",424,4.5,,660,$$ - $$$,,Paris,48.8482975,2.3314349
L'Iliade,"59 rue de Belleville, 75019 Paris France",453,4.5,,209,$$ - $$$,,Paris,48.8733372,2.3818956
Palais du Bonheur,"131 rue Michel Ange, 75016 Paris France",431,4.5,Traditional Chinese restaurant with Home Made dim sum and the famous Beijing duck in 4 styles . All our food are prepared by our Singapore experienced cook Mr Shee and his team . He worked for about 40 years in chinese cooking . We have a private room of 25 seats for special businesses and family events . We can do also special orders as well .,383,$$ - $$$,$15 - $35,Paris,48.8391189,2.2577582
A Cote,"16 Rue La Fayette, 75009 Paris France",485,4.5,,414,$$ - $$$,$70 - $180,Paris,48.8734681,2.3350963
Kuccini,"165 Rue St Denis, 75002 Paris France",439,4.5,"KUCCINI is a Semi gastro Parisian restaurant situated in Montorgueil, the pedestrian old village downtown the French capital for authentic Parisians. Kuccini's creative, experienced (and handsome!) Executive Chef, impulsed by Italian and International inspirations, is also highly skilled in French Technic cuisine. As they wish, our clients can discover his cuisine by ordering several half-sized plates (Cicchetti) or one regular-sized plate. Cicchetti, an original speciality of Venice, are the internationally trending way of ordering food, for its incomparable taste experience and conviviality",535,$$ - $$$,$9 - $29,Paris,48.8653296,2.3503297
Shiro,"168 Boulevard Saint-Germain, 75006 Paris France",388,4.5,,365,$$$$,,Paris,48.8534769,2.3352304
L'Ange 20,"44 rue des Tournelles, 75004 Paris France",416,4.5,"Typical French bistro located in the hart of Marais just a few foot steeps away from the ""Place des Vosges"" and Saint Paul Church. From the small intimate and cozy dining room you can see everything that happens in the kitchen. Thierry the owner and his team will pay special attention that you feel at home. Here one does not hesitate to speak directly to the kitchen! The dishes are simple and tasty. All made from fresh products cooked like at home The wine list offers a wide selection of French wines, selected with care. You 'll find your happiness at reasonable price.",2718,$$ - $$$,$38 - $42,Paris,48.855818,2.3673672
IZU,"7 rue Veronese, 75013 Paris France",410,4.5,"Culinary tradition is an art in the Japanese culture. IZU perpetuates this tradition with its savoir-faire from a long experience. IZU makes every effort to respect its primary value: fresh and high quality ingredients. Thus, the preparation and presentation of our dishes combine aesthetics and taste.",381,$$ - $$$,$8 - $35,Paris,48.8336998,2.3548236
Colvert,"30 rue des Grands Augustins, 75006 Paris France",450,4.5,,264,$$ - $$$,$29 - $60,Paris,48.8535225,2.3401722
Meriggio,"3 rue Rougemont, 75009 Paris France",444,4.5,"Meriggio is the ultimate italian food hall in Paris. Parmigiano, Parma ham, Prosecco, Panettone, Italian Coffee...you are welcome all day long to enjoy our directly imported products! At lunch we serve a selection of our best dishes, and at night the Deli transforms into a Parlor bar, that you will find at the 1st floor.",477,$$ - $$$,$18 - $45,Paris,48.8714642,2.3457535
Redd,"28 rue Saint Sauveur, 75002 Paris France",432,4.5,"A new concept of wine bar. Created by Marketa (most recently sommelier at Arpege du Alain Passard) and Rob who just loves wine Where everybody knows your name Eat some amazing tapas, discover some great wines, put on your favourite record, relax, meet new people - enjoy It's time to get serious Our philosophy: The choice of our winemakers and producers stays very personnel. We have chosen wines with our heart, the wines of terroir which makes your mind travel to different places and vineyards. On our wine list you will find prestigious estates but also young talented winemakers which deserves to be discovered and tasted by you. We want to and we hope to make you part of this fantastic adventure the wine is for us. You can choose not only great wines but also taste fantastic tapas based food, products sourced from small producers and seasonally adjusted to make sure you get nothing but the best.",193,$$ - $$$,$3 - $30,Paris,48.8662988,2.3476891
Ristorante Adaggio,"207 rue la Fayette, 75010 Paris France",371,4.5,,359,$$ - $$$,$15 - $30,Paris,48.8811807,2.3638083
Sodam - Restaurant Coreen,"39 rue de Gergovie ., 75014 Paris France",443,4.5,,316,$$ - $$$,$12 - $25,Paris,48.8333132,2.3158069
Salento Marais,"6 rue de Jarente, 75004 Paris France",406,4.5,,660,$$ - $$$,$14 - $35,Paris,48.8557023,2.3630589
La Grotte de Chypre,"85 rue Mouffetard, 75005 Paris France",413,5.0,Traiteur grec et turc.,137,$,$6 - $10,Paris,48.8418239,2.3497538
Alleudium,"24 rue Rodier, 75009 Paris France",226,5.0,"""Keiichi SHINOHARA arrive en France en 2003 après 10 ans de service auprès de Chefs japonais à Tokyo, JAPON. Chez Alleudium, le Chef vous propose une cuisine instinctive et spontanée qu’il compose au gré des saisons. Inventive, sa cuisine sans ambiguïté devient un style ou chaque aliment pris est traité avec une perfection de cuisson, de texture et de saveur. Une touche japonaise dans la cuisson ou dans l’assaisonnement suffisent à émerveiller nos papilles. Une vision contemporaine de la cuisine française, savamment servie dans des plats où règnent l’harmonie et l’équilibre…""",87,$$$$,$42 - $100,Paris,48.8784637,2.3428605
Gemini Odeon,"9 rue Monsieur le Prince, 75006 Paris France",368,4.5,,950,$$ - $$$,$10 - $18,Paris,48.8514311,2.3392322
La Crepe rit du Clown,"6 rue des Canettes, 75006 Paris France",362,4.5,"Creperie Bretonne dans le quartier latin, à deux pas de l'eglise Saint-Sulpice, ouverte tous les jours, y compris le dimanche. Les crepes et galettes sont realisees avec des farines bretonnes BIO et garnies de produits frais. Nos galettes au sarrasin sont sans gluten. Les cidres sont artisanaux et/ou BIO. Vous trouverez de nombreuses salades dans notre carte. Nous avons egalement une belle salle voutee au sous-sol, pouvant accueillir des repas de groupe. Formule pour le dejeuner a 13.50€ du lundi au vendredi servie de 11h30 a 15h, sauf jours feries. bon appetit et a bientot",667,$$ - $$$,$8 - $20,Paris,48.8523762,2.333648
Paris-Breizh Place d’Italie,"166 boulevard Vincent Auriol, 75013 Paris France",390,4.5,"La Bretagne à deux pas de la Place d’Italie A deux pas de la place d’Italie, venez nous retrouver pour un moment de détente et de dégustation. Le restaurant est situé sur une petite place arborée très agréable l’été à l’ombre des noisetiers. Nous avons conservé l’histoire du restaurant, le bar et son cuivre vieux d’un siècle et son plancher en chêne qui l’accompagne. Des matières nobles, un décor plus contemporain vient compléter l’ensemble, des fauteuils confortables vous permettrons d’apprécier nos galettes et crêpes maison.",326,$$ - $$$,$15 - $22,Paris,48.8318792,2.3581915
Schum,"50 rue Lauriston, 75116 Paris France",480,4.5,,227,$$ - $$$,$18 - $42,Paris,48.8669407,2.2874756
Au Bon Accueil,"14 rue de Monttessuy, 75007 Paris France",476,4.5,,1021,$$ - $$$,$32 - $58,Paris,48.8597074,2.2992208
Etude,"14 rue du Bouquet de Longchamp, 75116 Paris France",466,4.5,"Chef offers a tasting with fresh organic products. Two starters, One dishe, One dessert at 75€( lunch only ) Two starters, two dishes, dessert at 130€ Three starters with Specialty, two dishes, two dessert at 160€ Selected great wines of Burgundy",349,$$$$,$75 - $160,Paris,48.8658334,2.2908179
Les Artistes Gourmands,"83 rue de la Roquette, 75011 Paris France",458,4.5,,342,$$ - $$$,,Paris,48.8569959,2.3781718
Le Recepteur,"3 avenue Theophile Gautier 75016 paris, 75016 Paris France",451,4.5,Pendant Le Confinement Le Récepteur Reste Ouvert Et Vous Propose Ses Petits Plats Gourmands En Vente À Emporter ! Réservez En Ligne !,417,$$ - $$$,$15 - $35,Paris,48.8478812,2.2695134
Brasserie Bellanger,"140 rue du Faubourg Poissonniere, 75010 Paris France",462,4.5,Des bons produits sourcés uniquement en circuit court et de la cuisine traditionnelle 100% faite maison.,363,$$ - $$$,$10 - $22,Paris,48.8809135,2.3499292
Le Casse Noix,"56 rue de la Federation, 75015 Paris France",452,4.5,,589,$$ - $$$,$22 - $70,Paris,48.8534799,2.2951266
L'Alsacien Chatelet,"6 rue Saint Bon, 75004 Paris France",464,4.5,"L'Alsacien est le premier Bar à Flammekueche du monde. Un établissement convivial et Hight-Tech mettant à l'honneur l'art culinaire alsacien au coeur de Paris. Dans ce concept-bar d'un nouveau genre, les flammekueches avec les bords tressés à la main sont à commander au Bar. Vous recevez alors un bipper pour récupérer la tarte flambée à partager directement auprès de votre Flambeur et ainsi remettre votre tournée et faire partager une nouvelle expérience à vos amis. Venez y goûter notre sélection de vins alsaciens ou vous servir vous-même une bonne bière d'Alsace grâce à notre système libre-service.",958,$$ - $$$,$10 - $30,Paris,48.8583231,2.350549
Assanabel,"6 rue d Alesia, 75014 Paris France",454,4.5,,349,$$ - $$$,,Paris,48.8274983,2.3357251
Damigiana,"56 rue Jean Jacques Rousseau, 75001 Paris France",482,4.5,"Damigiana has the largest italian wine-list in Paris, with wines directly sourced from the winemakers. We also serve exceptional Italian cold cuts and cheeses, and an italian traditional ""cucina"" with a 100% homemade cuisine. You can chose to stay at the wine bar on the ground floor, or at the upstairs restaurant: discover Italy off the beaten track!",291,$$ - $$$,$16 - $50,Paris,48.8638887,2.3433212
Le Vaisseau Vert,"10 rue de Parme, 75009 Paris France",473,4.5,"The Vaisseau Vert offers creative, gourmet cuisine, inspired by the French culinary tradition and combined with flavors from elsewhere. All dishes are prepared by our cooks and elaborated exclusively with fresh and organic products of the season. We work with growers and breeders who respect the environment. We welcome you in a cozy and elegant setting where the atmosphere is soothed and friendly to offer a moment of great quality.",448,$$$$,$17 - $50,Paris,48.8813319,2.3275862
Neva Cuisine,"2 rue de Berne, 75008 Paris France",427,4.5,"Restaurant Bistronomique tenu par Beatriz Gonzalez. Lieu désormais reconnu de la scène parisienne, nous proposons une cuisine française de saison et créative, inspirée de touches mexicaines, Côté décor, on pénètre dans un univers intime et discret, parquet, banquette crème et couleurs claires, suspensions élégantes et esprit de bistrot raffiné. Retrouvez nous près de la place de l'Europe et de la gare Saint Lazare à Paris 75008.",555,$$$$,,Paris,48.8801922,2.323968
Carre des Feuillants,"14 rue de Castiglione, 75001 Paris France",472,4.5,,591,$$$$,,Paris,48.8662637,2.3284141
Les Enfants Rouges,"9 rue de Beauce, 75003 Paris France",438,4.5,,520,$$ - $$$,$42 - $63,Paris,48.8629413,2.3612184
L'Impasto,"63 rue Traversiere, 75012 Paris France",434,4.5,,210,$$ - $$$,$10 - $16,Paris,48.8491483,2.3746044
Baosian,"67 Rue du Faubourg Montmartre, 75009 Paris France",393,5.0,,121,$,$10 - $20,Paris,48.8765545,2.3394859
Chez Eugene,"17 Place du Tertre, 75018 Paris France",505,4.5,"Wine Bistro / Cellar - homemade, natural wines, local products. We have to describe ourself in 100 characters otherwise Tripadvisor is not happy. We take the opportunity of those many characters to say ""Hello folks""",276,$$ - $$$,,Paris,48.8866111,2.3405517
Papa Poule,"23 rue des Taillandiers, 75011 Paris France",397,4.5,,210,$$ - $$$,,Paris,48.8549175,2.3748657
Sola,"12 rue de l Hotel Colbert, 75005 Paris France",421,4.5,,807,$$$$,$98 - $150,Paris,48.8515758,2.3483959
Le Petit Baigneur,"10 rue de la Sabliere, 75014 Paris France",446,4.5,,492,$$ - $$$,,Paris,48.8317133,2.3242489
Le Ruisseau Burger Joint,"22 rue Rambuteau, 75003 Paris France",417,4.5,Homemade burgers. Open all day. Eat in/Take out.,513,$,$10 - $15,Paris,48.860939,2.3544983
Circonstances,"174 rue Montmartre, 75002 Paris France",470,4.5,,279,$$ - $$$,,Paris,48.8709276,2.3429934
Hugo&Co,"48 rue Monge, 75005 Paris France",423,4.5,Hugo and co is a cosy restaurant located in the latin Quarter with cosmopolitan menu of affordably priced small plates made for sharing. with a great wine list the service is friendly.,214,$$$$,$20 - $42,Paris,48.8451728,2.352013
Coin-OP Table,"17 rue de Maubeuge, 75009 Paris France",435,5.0,"Comcept unique Restauration et jeux d arcade issues d une cuisine fusion franco taiwanaise produits fait maison ! borne d arcade vintage des annees 1980 Gua bao , planches , bubble tea , bieres de degustation, selection de vins de petits producteurs Bienvenue a COIN-OP TABLE",130,$$ - $$$,$10 - $38,Paris,48.8777223,2.3434569
Alleno Paris,"8 avenue Dutuit Champs-Elysees, 75008 Paris France",467,4.5,"On the first floor of the superb néo-classical mansion with many bay windows, Yannick Alléno has established his 3 MICHELIN star restaurant (2021 Michelin Guide), also ranked at The Worlds's 50 Best restaurants. In the both grandiose and intimate room, in which the original frescos have been enrolled at Historical Monuments, each detail has been thoughtfully arranged to ensure an exceptional gastronomic moment. Yannick Alléno proves that he learned close to the best chefs and shows that he has an avant-gardist vision. Extractions® bring sauces up to date, while fermentations invoke products’ specific terroirs, and each course delicately unfolds. Every dish is structured, well-presented and skilfully researched. The whole meal is a remarkable demonstration of Yannick Alléno’s uniquely creative and uncompromising approach.",870,$$$$,$295 - $415,Paris,48.8661093,2.3156834
Le Bookie,"15 rue de Trevise, 75009 Paris France",441,4.5,,329,$$ - $$$,,Paris,48.8735948,2.3451448
Il Modigliani,"172 rue du Faubourg Saint Antoine, 75012 Paris France",436,4.5,,334,$$ - $$$,,Paris,48.8502284,2.3819357
le papacionu,"7 rue Cadet, 75009 Paris France",449,4.5,,655,$$ - $$$,,Paris,48.874745,2.3427688
Papa Jazz Club,"3 rue Saint Benoit, 75006 Paris France",429,4.5,,395,$$ - $$$,$26 - $60,Paris,48.8553979,2.3334323
Anco,"108 rue de Bercy, 75012 Paris France",414,4.5,,372,$$ - $$$,,Paris,48.8392748,2.3805956
Le Coin des Amis,"50 rue du Mont Cenis, 75018 Paris France",448,4.5,,505,$$ - $$$,$15 - $30,Paris,48.8903206,2.3434979
Le Taillevent,"15 Rue Lamennais, 75008 Paris France",445,4.5,,1019,$$$$,$52 - $110,Paris,48.8741626,2.3025042
La Forge,"26 avenue Mathurin Moreau, 75019 Paris France",455,4.5,,203,$$ - $$$,,Paris,48.8782713,2.3738179
Les Deux Colombes,"4 rue de la Colombe, 75004 Paris France",440,5.0,,83,$$ - $$$,$12 - $20,Paris,48.8546512,2.350471
Les Tantes Jeanne,"42 rue Veron, 75018 Paris France",392,4.5,"Les Tantes Jeanne is a gastronomic restaurant located in Montmartre, near the Moulin Rouge. The restaurant is specialized in matured beef and exceptional meats : it's one of the only Parisian tables which serves certified Kobe beef. All the meats are served with wonderful and elegant vegetables. The chef also works with rare, fine and fresh products such as the Wild Char or the Iranian Black Lime, chosen for their quality and their surprising tastes.",1375,$$$$,$50 - $160,Paris,48.885266,2.3348016
Restaurant Akrame,"7 rue Tronchet, 75008 Paris France",367,4.5,,618,$$$$,,Paris,48.8713967,2.325251
Frederic Simonin,"25 rue Bayen, 75017 Paris France",465,4.5,,440,$$$$,$75 - $150,Paris,48.879785,2.2944764
Le Colimacon Marais,"44 rue Vieille du Temple Le Marais, 75004 Paris France",463,4.5,In the heart of the Marais District in the historical area the Colimaçon is a typical Classic french and Parisian restaurant. Traditional french cuisine is serving in a nice and cosy atmosphere only 38 seats with air conditioning.,1098,$$ - $$$,$49 - $79,Paris,48.8580274,2.3580441
Le Barav,"6 rue Charles Francois Dupuis, 75003 Paris France",430,4.5,,313,$$ - $$$,,Paris,48.8651842,2.3631892
La Verriere Paris,"4 rue Niepce, 75014 Paris France",478,4.5,"Nestled in the heart of the Niepce Paris hotel, the restaurant La Verrière Paris is in line with new places. In a refined contemporary decor, bathed in natural light, the restaurant La Verrière Paris invites its guests to a culinary journey through flavors reinvented by our chef Adèle Martin.",249,$$$$,$14 - $68,Paris,48.8348568,2.3180407
Il Farniente,"250 rue du Faubourg Saint Antoine, 75012 Paris France",395,4.5,,414,$$ - $$$,$15 - $30,Paris,48.8490226,2.3906411
Le Souffle,"36 rue du Mont Thabor, 75001 Paris France",375,4.5,,2383,$$ - $$$,$15 - $45,Paris,48.8664411,2.3264785
Restaurant Georgette,"44 Rue D'Assas, 75006 Paris France",468,4.5,,642,$$ - $$$,$8 - $32,Paris,48.8471945,2.3299389
Tifinagh Restaurant,"17 avenue Rachel, 75018 Paris France",447,4.5,Restaurant de cuisine traditionnelle française . Tout fait maison. Produits frais et de saison . Plats du jour.,311,$$ - $$$,$20 - $30,Paris,48.8851007,2.33074
Maison Rostang,"20 rue Rennequin, 75017 Paris France",409,4.5,"L’emblématique Maison Rostang est, depuis plus de 40 ans, un lieu refuge de tous les amateurs des grands classiques de la gastronomie française. Le chef Nicolas Beaumann conjugue classicisme et modernité pour élaborer une cuisine d’excellence, franche, fraîche et audacieuse. Ses créations s’inscrivent dans la tradition française avec une ambition d’innovation : le produit est sublimé, les goûts sont francs et dynamiques, les accords millimétrés pour offrir une expérience gastronomique inoubliable.",638,$$$$,$105 - $280,Paris,48.8814185,2.2984924
Smrity Mahal Restaurant,"85 avenue Jean Jaures, 93300 Aubervilliers France",1,5.0,,150,$$ - $$$,$15 - $25,Paris,48.90241,2.3905509
Les Saveurs d'Abyssinie,"1 rue de l Arbalete, 75005 Paris France",498,4.5,"A deux pas de la rue Mouffetard et pas loin des jardins des Plantes, nous vous proposons des spécialités de viandes, poissons et légumes accompagnés de l’injera, la galette traditionnelle éthiopienne.",203,$$ - $$$,$12 - $17,Paris,48.8404363,2.3503724
Il Farniente,"1 rue Paul Fort, 75014 Paris France",479,4.5,,752,$$ - $$$,$15 - $30,Paris,48.8235342,2.3304022
Restaurant Gastronomique Louis,"23 rue de la Victoire, 75009 Paris France",491,4.5,"Gourmet restaurant in the Michelin Guide 15/20 Gault et Millau ""Through this menu it is a bit of my identity that I invite you to discover, my roots, Brittany, my travels, a look at the ocean, my feet on earth and inspiration in search of new horizons ""Chef Stéphane Pitré",241,$$$$,$48 - $125,Paris,48.8750657,2.3388038
Hugo,"12 rue Papillon, 75009 Paris France",501,4.5,"Cuisine naturelle et Provençale , vins de récoltant et produits bio , petit restaurant accueillant et chaleureux , Routard , Michelin , La Fourchette , TripAdvisor",1134,$$ - $$$,$16 - $30,Paris,48.8762551,2.3472675
Mamie Cherie,"16 Rue De Candie, 75011 Paris France",640,4.5,,199,$$ - $$$,$17 - $26,Paris,48.8512446,2.3801261
Nossa,"1 rue de l Ecole Polytechnique, 75005 Paris France",484,4.5,,284,$,$8 - $15,Paris,48.8473858,2.3481989
Pizza Rossi,"24 Rue Blondel, 75002 Paris France",493,4.5,,901,$,$8 - $18,Paris,48.8688756,2.3530217
Le Baudelaire,"6-8 Rue Duphot, 75001 Paris France",487,4.5,,438,$$$$,$42 - $145,Paris,48.8682607,2.3256161
Le Bar de Jarente,"5 rue de Jarente Marais, 75004 Paris France",398,4.5,"In the historical quarter of Marais with his amazing buildings and gardens , it is the prettiest and romantic square Sainte Carherine where you will find our typical french restaurant. Le Bar de Jarente serves a delightful home made dishes and a selection of delicious cocktails & good wines.",504,$$ - $$$,$25 - $40,Paris,48.8556242,2.3631053
Postiche,"62 rue Jean Jacques Rousseau, 75001 Paris France",488,4.5,"Le Postiche propose une cuisine maison typée bistrot, tenue depuis 2013 par son chef Mike Ohayon et son équipe. Au déjeuner, la carte suit les arrivages et propose chaque jour en formule 3 entrées / 3 plats / 3 desserts Le soir, le diner est ""à la carte"". Ouvert midi et soir du mardi au vendredi + le samedi soir Belle salle à l'étage, poutres, pierre, espace et confort. Groupes/privatisation possible entre 9 et 30 personnes",241,$$ - $$$,$15 - $50,Paris,48.8640981,2.3437417
Qui Plume La Lune,"50 rue Amelot, 75011 Paris France",521,4.5,"Ouvert du mercredi au samedi,pour le dejeuner et le diner",523,$$$$,$45 - $130,Paris,48.8590678,2.3683962
Les Botanistes,"11 B rue Chomel, 75007 Paris France",520,4.5,,523,$$ - $$$,,Paris,48.8520282,2.3255031
Creperie Paris Breizh Daumesnil,"177 avenue Daumesnil, 75012 Paris France",525,4.5,,716,$$ - $$$,$15 - $22,Paris,48.8407294,2.3907292
Creperie Gigi,"4 rue de la Corderie, 75003 Paris France",499,4.5,"Nice restaurant in North Marais offering ""galettes et crêpes"" made with fresh and homemade products. Glutenfree friendly ! We close for holidays from 5 to 22 August 2018.",246,$$ - $$$,$15 - $30,Paris,48.8647607,2.3633251
Moom Mam,"19 rue de Mogador, 75009 Paris France",529,4.5,"Paris 9th, district of theaters and department stores, the Thai restaurant Moom Mam goes beyond traditional folklore to present Thai cuisine in a contemporary design setting. An invitation to the Thai art of living with an elegant atmosphere during the day, hushed and subdued in the evening. In the kitchen, the Thai team brings out the generosity and simplicity of the country. On the menu, a selection of cold or hot tapas to share, the classic Pad Thai, Tiger's Tear and traditional kebabs and at noon a concentrated “lunch formula” of Thai cuisine. Special feature of the house every Sunday: Brunch according to Moom Mam or the art of Thai tasting with family or friends.",636,$$ - $$$,$20 - $68,Paris,48.8747627,2.3313
Bistrot L'estrapade,"15 rue de l Estrapade, 75005 Paris France",510,4.5,"Nous sommes heureux de vous souhaiter la bienvenue au Bistrot L’Estrapade ! Vous y découvrirez une cuisine traditionnelle française aussi authentique que originale. Horaires : du mardi au samedi , de 10h à 21h30. N’hésitez pas à réserver sur notre site Internet.",550,$$ - $$$,$20 - $55,Paris,48.8447118,2.3467248
L'Antre Amis,"9 Rue Bouchut, 75015 Paris France",506,4.5,Savourez une cuisine gourmande et créative dans une ambiance chaleureuse et conviviale dans le 15ème arrondissement de Paris.,435,$$$$,$34 - $50,Paris,48.8467609,2.3101974
Bien Eleve,"47 rue Richer, 75009 Paris France",507,4.5,"Bien Elevé est un restaurant de viande situé rue Richer, au coeur du 9ème arrondissement de Paris entre Cadet et Grands Boulevards. Nous proposons une cuisine bistronomique avec une carte courte et de saison, et mettons à l'honneur des viandes maturées de qualité, qui proviennent en direct d'éleveurs français soucieux d'une agriculture responsable. Venez vous régaler avec nos côte de boeuf Angus à partager, en grillades, cuites au four à charbon de bois, et profitez de la cuisine du chef Benoit Leconte. ""Manger moins de viande, mais mieux"", c'est le motto de notre bistrot.",482,$$ - $$$,$14 - $50,Paris,48.8740013,2.3432204
Le Petit Marche,"9 rue de Bearn, 75003 Paris France",495,4.5,"Une cuisine fraîche et délicate, un décor subtile, une terrasse au calme, bienvenue au Petit Marché !",1263,$$ - $$$,,Paris,48.8573246,2.3660994
Prive de dessert Aligre,"7 rue Theophile Roussel, 75012 Paris France",773,4.5,,162,$$ - $$$,$14 - $35,Paris,48.8500721,2.3763783
